0.05098553	0.082426734	0.12728523	0.05043419	-0.03123938	0.052728903	-0.0053130914	-0.031264037	0.17233892	-0.004456564	0.068289205	0.021380726	-0.04123182	-0.03751174	-0.08955383	-0.027863968
0.0049455483	0.06167591	0.10438266	0.06374567	-0.039401464	0.0053059426	-0.031899583	-0.021418665	0.096415095	-0.049073316	0.058787514	0.011520775	-0.030135848	-0.01194518	-0.12873904	0.004013907
0.108057246	0.09129009	0.13338372	0.072171144	-0.026925616	0.022307143	-0.084710285	-0.048147615	0.14316174	-0.095916204	0.11840162	0.027503178	-0.008977238	-0.027062485	-0.16869304	-0.0056104027
0.020683719	0.03964561	0.1377849	0.034999285	-0.030420886	0.025870379	0.006067379	-0.01921979	0.09995519	-0.04344807	0.09560235	-0.022587448	-0.015365171	-0.0133472895	-0.1468879	-0.008444856
0.040238332	0.07413452	0.06693251	0.01593955	0.021933155	0.035849437	-0.0116474675	-0.01916237	0.15483454	-0.043682635	0.049697023	-0.044897366	0.019821923	0.028061455	-0.13322394	-0.06363836
0.0634838	0.05571992	0.06573754	0.02669319	0.034110285	0.019319028	-0.021935958	-0.019272128	0.08433214	-0.0036871042	0.007481625	-0.042758808	0.029191345	-0.026949726	-0.09064424	-0.026540259
0.040044304	0.077800676	0.09821312	-0.016249314	-0.015226857	0.070715666	0.034829427	-0.04902927	0.09623789	-0.068165444	0.022162484	0.022609536	-0.0052427715	-0.05470029	-0.08420343	-0.013673168
0.06413511	0.091868095	0.0804483	-0.006521746	-0.013204616	0.06254588	-0.044216298	0.026697773	0.12445895	-0.052228633	0.046585154	-0.03321586	0.011173977	-3.6958227e-05	-0.057460207	-0.009499686
0.0731887	0.058313888	0.102103524	-0.061943986	-0.021447977	0.05193503	0.0051877615	0.0072022146	0.06784332	-0.034034677	-0.018123074	-0.050058287	-0.055967037	-0.026244411	-0.08268012	0.00079864217
0.053450223	0.04907402	0.10408672	-0.04408836	0.02495059	0.05617841	-0.021544974	-0.04097892	0.06647194	-0.005424634	0.049470697	0.009851121	-0.03969582	0.0015182951	-0.038144287	-0.035718355
